time	clk	uut_out_1	uut_out_15	uut_out2
23340us	1	0	0	0
23350us	0	0	0	0
23360us	1	0	0	0
23370us	0	0	0	0
23380us	1	0	0	0
23390us	0	0	0	0
23400us	1	0	0	0
23410us	0	0	0	0
23420us	1	0	0	0
23430us	0	0	0	0
23440us	1	0	0	0
23450us	0	0	0	0
23460us	1	0	0	0
23470us	0	0	0	0
23480us	1	0	0	0
23490us	0	0	0	0
23500us	1	0	0	0
23510us	0	0	0	0
23520us	1	0	0	0
23530us	0	0	0	0
23540us	1	0	0	0
23550us	0	0	0	0
23560us	1	0	0	0
23570us	0	0	0	0
23580us	1	0	0	0
23590us	0	0	0	0
23600us	1	0	0	0
23610us	0	0	0	0
23620us	1	0	0	0
23630us	0	0	0	0
23640us	1	0	0	0
23650us	0	0	0	0
23660us	1	0	0	0
23670us	0	0	0	0
23680us	1	0	0	0
23690us	0	0	0	0
23700us	1	0	0	0
23710us	0	0	0	0
23720us	1	0	0	0
23730us	0	0	0	0
23740us	1	0	0	0
23750us	0	0	0	0
23760us	1	0	0	0
23770us	0	0	0	0
23780us	1	0	0	0
23790us	0	0	0	0
23800us	1	0	0	0
23810us	0	0	0	0
23820us	1	0	0	0
23830us	0	0	0	0
23840us	1	0	0	0
23850us	0	0	0	0
23860us	1	0	0	0
23870us	0	0	0	0
23880us	1	0	0	0
23890us	0	0	0	0
23900us	1	0	0	0
23910us	0	0	0	0
23920us	1	0	0	0
23930us	0	0	0	0
23940us	1	0	0	0
23950us	0	0	0	0
23960us	1	0	0	0
23970us	0	0	0	0
23980us	1	0	0	0
23990us	0	0	0	0
24000us	1	0	0	0
24010us	0	0	0	0
24020us	1	0	0	0
24030us	0	0	0	0
24040us	1	0	0	0
24050us	0	0	0	0
24060us	1	0	0	0
24070us	0	0	0	0
24080us	1	0	0	0
24090us	0	0	0	0
24100us	1	0	0	0
24110us	0	0	0	0
24120us	1	0	0	0
24130us	0	0	0	0
24140us	1	0	0	0
24150us	0	0	0	0
24160us	1	0	0	0
24170us	0	0	0	0
24180us	1	0	0	0
24190us	0	0	0	0
24200us	1	0	0	0
24210us	0	0	0	0
24220us	1	0	0	0
24230us	0	0	0	0
24240us	1	0	0	0
24250us	0	0	0	0
24260us	1	0	0	0
24270us	0	0	0	0
24280us	1	0	0	0
24290us	0	0	0	0
24300us	1	0	0	0
24310us	0	0	0	0
24320us	1	0	0	0
24330us	0	0	0	0
24340us	1	0	0	0
24350us	0	0	0	0
24360us	1	0	0	0
24370us	0	0	0	0
24380us	1	0	0	0
24390us	0	0	0	0
24400us	1	0	0	0
24410us	0	0	0	0
24420us	1	0	0	0
24430us	0	0	0	0
24440us	1	0	0	0
24450us	0	0	0	0
24460us	1	0	0	0
24470us	0	0	0	0
24480us	1	0	0	0
24490us	0	0	0	0
24500us	1	0	0	0
24510us	0	0	0	0
24520us	1	0	0	0
24530us	0	0	0	0
24540us	1	0	0	0
24550us	0	0	0	0
24560us	1	0	0	0
24570us	0	0	0	0
24580us	1	0	0	0
24590us	0	0	0	0
24600us	1	0	0	0
24610us	0	0	0	0
24620us	1	0	0	0
24630us	0	0	0	0
24640us	1	0	0	0
24650us	0	0	0	0
24660us	1	0	0	0
24670us	0	0	0	0
24680us	1	0	0	0
24690us	0	0	0	0
24700us	1	0	0	0
24710us	0	0	0	0
24720us	1	0	0	0
24730us	0	0	0	0
24740us	1	0	0	0
24750us	0	0	0	0
24760us	1	0	0	0
24770us	0	0	0	0
24780us	1	0	0	0
24790us	0	0	0	0
24800us	1	0	0	0
24810us	0	0	0	0
24820us	1	0	0	0
24830us	0	0	0	0
24840us	1	0	0	0
24850us	0	0	0	0
24860us	1	0	0	0
24870us	0	0	0	0
24880us	1	0	0	0
24890us	0	0	0	0
24900us	1	0	0	0
24910us	0	0	0	0
24920us	1	0	0	0
24930us	0	0	0	0
24940us	1	0	0	0
24950us	0	0	0	0
24960us	1	0	0	0
24970us	0	0	0	0
24980us	1	0	0	0
24990us	0	0	0	0
25000us	1	0	0	0
25010us	0	0	0	0
25020us	1	0	0	0
25030us	0	0	0	0
25040us	1	0	0	0
25050us	0	0	0	0
25060us	1	0	0	0
25070us	0	0	0	0
25080us	1	0	0	0
25090us	0	0	0	0
25100us	1	0	0	0
25110us	0	0	0	0
25120us	1	0	0	0
25130us	0	0	0	0
25140us	1	0	0	0
25150us	0	0	0	0
25160us	1	0	0	0
25170us	0	0	0	0
25180us	1	0	0	0
25190us	0	0	0	0
25200us	1	0	0	0
25210us	0	0	0	0
25220us	1	0	0	0
25230us	0	0	0	0
25240us	1	0	0	0
25250us	0	0	0	0
25260us	1	0	0	0
25270us	0	0	0	0
25280us	1	0	0	0
25290us	0	0	0	0
25300us	1	0	0	0
25310us	0	0	0	0
25320us	1	0	0	0
25330us	0	0	0	0
25340us	1	0	0	0
25350us	0	0	0	0
25360us	1	0	0	0
25370us	0	0	0	0
25380us	1	0	0	0
25390us	0	0	0	0
25400us	1	0	0	0
25410us	0	0	0	0
25420us	1	0	0	0
25430us	0	0	0	0
25440us	1	0	0	0
25450us	0	0	0	0
25460us	1	0	0	0
25470us	0	0	0	0
25480us	1	0	0	0
25490us	0	0	0	0
25500us	1	0	0	0
25510us	0	0	0	0
25520us	1	0	0	0
25530us	0	0	0	0
25540us	1	0	0	0
25550us	0	0	0	0
25560us	1	0	0	0
25570us	0	0	0	0
25580us	1	0	0	0
25590us	0	0	0	0
25600us	1	0	0	0
25610us	0	0	0	0
25620us	1	0	0	0
25630us	0	0	0	0
25640us	1	0	0	0
25650us	0	0	0	0
25660us	1	0	0	0
25670us	0	0	0	0
25680us	1	0	0	0
25690us	0	0	0	0
25700us	1	0	0	0
25710us	0	0	0	0
25720us	1	0	0	0
25730us	0	0	0	0
25740us	1	0	0	0
25750us	0	0	0	0
25760us	1	0	0	0
25770us	0	0	0	0
25780us	1	0	0	0
25790us	0	0	0	0
25800us	1	0	0	0
25810us	0	0	0	0
25820us	1	0	0	0
25830us	0	0	0	0
25840us	1	0	0	0
25850us	0	0	0	0
25860us	1	0	0	0
25870us	0	0	0	0
25880us	1	0	0	0
25890us	0	0	0	0
25900us	1	0	0	0
25910us	0	0	0	0
25920us	1	0	0	0
25930us	0	0	0	0
25940us	1	0	0	0
25950us	0	0	0	0
25960us	1	0	0	0
25970us	0	0	0	0
25980us	1	0	0	0
25990us	0	0	0	0
26000us	1	0	0	0
26010us	0	0	0	0
26020us	1	0	0	0
26030us	0	0	0	0
26040us	1	0	0	0
26050us	0	0	0	0
26060us	1	0	0	0
26070us	0	0	0	0
26080us	1	0	0	0
26090us	0	0	0	0
26100us	1	0	0	0
26110us	0	0	0	0
26120us	1	0	0	0
26130us	0	0	0	0
26140us	1	0	0	0
26150us	0	0	0	0
26160us	1	0	0	0
26170us	0	0	0	0
26180us	1	0	0	0
26190us	0	0	0	0
26200us	1	0	0	0
26210us	0	0	0	0
26220us	1	0	0	0
26230us	0	0	0	0
26240us	1	0	0	0
26250us	0	0	0	0
26260us	1	0	0	0
26270us	0	0	0	0
26280us	1	0	0	0
26290us	0	0	0	0
26300us	1	0	0	0
26310us	0	0	0	0
26320us	1	0	0	0
26330us	0	0	0	0
26340us	1	0	0	0
26350us	0	0	0	0
26360us	1	0	0	0
26370us	0	0	0	0
26380us	1	0	0	0
26390us	0	0	0	0
26400us	1	0	0	0
26410us	0	0	0	0
26420us	1	0	0	0
26430us	0	0	0	0
26440us	1	0	0	0
26450us	0	0	0	0
26460us	1	0	0	0
26470us	0	0	0	0
26480us	1	0	0	0
26490us	0	0	0	0
26500us	1	0	0	0
26510us	0	0	0	0
26520us	1	0	0	0
26530us	0	0	0	0
26540us	1	0	0	0
26550us	0	0	0	0
26560us	1	0	0	0
26570us	0	0	0	0
26580us	1	0	0	0
26590us	0	0	0	0
26600us	1	0	0	0
26610us	0	0	0	0
26620us	1	0	0	0
26630us	0	0	0	0
26640us	1	0	0	0
26650us	0	0	0	0
26660us	1	0	0	0
26670us	0	0	0	0
26680us	1	0	0	0
26690us	0	0	0	0
26700us	1	0	0	0
26710us	0	0	0	0
26720us	1	0	0	0
26730us	0	0	0	0
26740us	1	0	0	0
26750us	0	0	0	0
26760us	1	0	0	0
26770us	0	0	0	0
26780us	1	0	0	0
26790us	0	0	0	0
26800us	1	0	0	0
26810us	0	0	0	0
26820us	1	0	0	0
26830us	0	0	0	0
26840us	1	0	0	0
26850us	0	0	0	0
26860us	1	0	0	0
26870us	0	0	0	0
26880us	1	0	0	0
26890us	0	0	0	0
26900us	1	0	0	0
26910us	0	0	0	0
26920us	1	0	0	0
26930us	0	0	0	0
26940us	1	0	0	0
26950us	0	0	0	0
26960us	1	0	0	0
26970us	0	0	0	0
26980us	1	0	0	0
26990us	0	0	0	0
27000us	1	0	0	0
27010us	0	0	0	0
27020us	1	0	0	0
27030us	0	0	0	0
27040us	1	0	0	0
27050us	0	0	0	0
27060us	1	0	0	0
27070us	0	0	0	0
27080us	1	0	0	0
27090us	0	0	0	0
27100us	1	0	0	0
27110us	0	0	0	0
27120us	1	0	0	0
27130us	0	0	0	0
27140us	1	0	0	0
27150us	0	0	0	0
27160us	1	0	0	0
27170us	0	0	0	0
27180us	1	0	0	0
27190us	0	0	0	0
27200us	1	0	0	0
27210us	0	0	0	0
27220us	1	0	0	0
27230us	0	0	0	0
27240us	1	0	0	0
27250us	0	0	0	0
27260us	1	0	0	0
27270us	0	0	0	0
27280us	1	0	0	0
27290us	0	0	0	0
27300us	1	0	0	0
27310us	0	0	0	0
27320us	1	0	0	0
27330us	0	0	0	0
27340us	1	0	0	0
27350us	0	0	0	0
27360us	1	0	0	0
27370us	0	0	0	0
27380us	1	0	0	0
27390us	0	0	0	0
27400us	1	0	0	0
27410us	0	0	0	0
27420us	1	0	0	0
27430us	0	0	0	0
27440us	1	0	0	0
27450us	0	0	0	0
27460us	1	0	0	0
27470us	0	0	0	0
27480us	1	0	0	0
27490us	0	0	0	0
27500us	1	0	0	0
27510us	0	0	0	0
27520us	1	0	0	0
27530us	0	0	0	0
27540us	1	0	0	0
27550us	0	0	0	0
27560us	1	0	0	0
27570us	0	0	0	0
27580us	1	0	0	0
27590us	0	0	0	0
27600us	1	0	0	0
27610us	0	0	0	0
27620us	1	0	0	0
27630us	0	0	0	0
27640us	1	0	0	0
27650us	0	0	0	0
27660us	1	0	0	0
27670us	0	0	0	0
27680us	1	0	0	0
27690us	0	0	0	0
27700us	1	0	0	0
27710us	0	0	0	0
27720us	1	0	0	0
27730us	0	0	0	0
27740us	1	0	0	0
27750us	0	0	0	0
27760us	1	0	0	0
27770us	0	0	0	0
27780us	1	0	0	0
27790us	0	0	0	0
27800us	1	0	0	0
27810us	0	0	0	0
27820us	1	0	0	0
27830us	0	0	0	0
27840us	1	0	0	0
27850us	0	0	0	0
27860us	1	0	0	0
27870us	0	0	0	0
27880us	1	0	0	0
27890us	0	0	0	0
27900us	1	0	0	0
27910us	0	0	0	0
27920us	1	0	0	0
27930us	0	0	0	0
27940us	1	0	0	0
27950us	0	0	0	0
27960us	1	0	0	0
27970us	0	0	0	0
27980us	1	0	0	0
27990us	0	0	0	0
28000us	1	0	0	0
28010us	0	0	0	0
28020us	1	0	0	0
28030us	0	0	0	0
28040us	1	0	0	0
28050us	0	0	0	0
28060us	1	0	0	0
28070us	0	0	0	0
28080us	1	0	0	0
28090us	0	0	0	0
28100us	1	0	0	0
28110us	0	0	0	0
28120us	1	0	0	0
28130us	0	0	0	0
28140us	1	0	0	0
28150us	0	0	0	0
28160us	1	0	0	0
28170us	0	0	0	0
28180us	1	0	0	0
28190us	0	0	0	0
28200us	1	0	0	0
28210us	0	0	0	0
28220us	1	0	0	0
28230us	0	0	0	0
28240us	1	0	0	0
28250us	0	0	0	0
28260us	1	0	0	0
28270us	0	0	0	0
28280us	1	0	0	0
28290us	0	0	0	0
28300us	1	0	0	0
28310us	0	0	0	0
28320us	1	0	0	0
28330us	0	0	0	0
28340us	1	0	0	0
28350us	0	0	0	0
28360us	1	0	0	0
28370us	0	0	0	0
28380us	1	0	0	0
28390us	0	0	0	0
28400us	1	0	0	0
28410us	0	0	0	0
28420us	1	0	0	0
28430us	0	0	0	0
28440us	1	0	0	0
28450us	0	0	0	0
28460us	1	0	0	0
28470us	0	0	0	0
28480us	1	0	0	0
28490us	0	0	0	0
28500us	1	0	0	0
28510us	0	0	0	0
28520us	1	0	0	0
28530us	0	0	0	0
28540us	1	0	0	0
28550us	0	0	0	0
28560us	1	0	0	0
28570us	0	0	0	0
28580us	1	0	0	0
28590us	0	0	0	0
28600us	1	0	0	0
28610us	0	0	0	0
28620us	1	0	0	0
28630us	0	0	0	0
28640us	1	0	0	0
28650us	0	0	0	0
28660us	1	0	0	0
28670us	0	0	0	0
28680us	1	0	0	0
28690us	0	0	0	0
28700us	1	0	0	0
28710us	0	0	0	0
28720us	1	0	0	0
28730us	0	0	0	0
28740us	1	0	0	0
28750us	0	0	0	0
28760us	1	0	0	0
28770us	0	0	0	0
28780us	1	0	0	0
28790us	0	0	0	0
28800us	1	0	0	0
28810us	0	0	0	0
28820us	1	0	0	0
28830us	0	0	0	0
28840us	1	0	0	0
28850us	0	0	0	0
28860us	1	0	0	0
28870us	0	0	0	0
28880us	1	0	0	0
28890us	0	0	0	0
28900us	1	0	0	0
28910us	0	0	0	0
28920us	1	0	0	0
28930us	0	0	0	0
28940us	1	0	0	0
28950us	0	0	0	0
28960us	1	0	0	0
28970us	0	0	0	0
28980us	1	0	0	0
28990us	0	0	0	0
29000us	1	0	0	0
29010us	0	0	0	0
29020us	1	0	0	0
29030us	0	0	0	0
29040us	1	0	0	0
29050us	0	0	0	0
29060us	1	0	0	0
29070us	0	0	0	0
29080us	1	0	0	0
29090us	0	0	0	0
29100us	1	0	0	0
29110us	0	0	0	0
29120us	1	0	0	0
29130us	0	0	0	0
29140us	1	0	0	0
29150us	0	0	0	0
29160us	1	0	0	0
29170us	0	0	0	0
29180us	1	0	0	0
29190us	0	0	0	0
29200us	1	0	0	0
29210us	0	0	0	0
29220us	1	0	0	0
29230us	0	0	0	0
29240us	1	0	0	0
29250us	0	0	0	0
29260us	1	0	0	0
29270us	0	0	0	0
29280us	1	0	0	0
29290us	0	0	0	0
29300us	1	0	0	0
29310us	0	0	0	0
29320us	1	0	0	0
29330us	0	0	0	0
29340us	1	0	0	0
29350us	0	0	0	0
29360us	1	0	0	0
29370us	0	0	0	0
29380us	1	0	0	0
29390us	0	0	0	0
29400us	1	0	0	0
29410us	0	0	0	0
29420us	1	0	0	0
29430us	0	0	0	0
29440us	1	0	0	0
29450us	0	0	0	0
29460us	1	0	0	0
29470us	0	0	0	0
29480us	1	0	0	0
29490us	0	0	0	0
29500us	1	0	0	0
29510us	0	0	0	0
29520us	1	0	0	0
29530us	0	0	0	0
29540us	1	0	0	0
29550us	0	0	0	0
29560us	1	0	0	0
29570us	0	0	0	0
29580us	1	0	0	0
29590us	0	0	0	0
29600us	1	0	0	0
29610us	0	0	0	0
29620us	1	0	0	0
29630us	0	0	0	0
29640us	1	0	0	0
29650us	0	0	0	0
29660us	1	0	0	0
29670us	0	0	0	0
29680us	1	0	0	0
29690us	0	0	0	0
29700us	1	0	0	0
29710us	0	0	0	0
29720us	1	0	0	0
29730us	0	0	0	0
29740us	1	0	0	0
29750us	0	0	0	0
29760us	1	0	0	0
29770us	0	0	0	0
29780us	1	0	0	0
29790us	0	0	0	0
29800us	1	0	0	0
29810us	0	0	0	0
29820us	1	0	0	0
29830us	0	0	0	0
29840us	1	0	0	0
29850us	0	0	0	0
29860us	1	0	0	0
29870us	0	0	0	0
29880us	1	0	0	0
29890us	0	0	0	0
29900us	1	0	0	0
29910us	0	0	0	0
29920us	1	0	0	0
29930us	0	0	0	0
29940us	1	0	0	0
29950us	0	0	0	0
29960us	1	0	0	0
29970us	0	0	0	0
29980us	1	0	0	0
29990us	0	0	0	0
30000us	1	0	0	0
30010us	0	0	0	0
30020us	1	0	0	0
30030us	0	0	0	0
30040us	1	0	0	0
30050us	0	0	0	0
30060us	1	0	0	0
30070us	0	0	0	0
30080us	1	0	0	0
30090us	0	0	0	0
30100us	1	0	0	0
30110us	0	0	0	0
30120us	1	0	0	0
30130us	0	0	0	0
30140us	1	0	0	0
30150us	0	0	0	0
30160us	1	0	0	0
30170us	0	0	0	0
30180us	1	0	0	0
30190us	0	0	0	0
30200us	1	0	0	0
30210us	0	0	0	0
30220us	1	0	0	0
30230us	0	0	0	0
30240us	1	0	0	0
30250us	0	0	0	0
30260us	1	0	0	0
30270us	0	0	0	0
30280us	1	0	0	0
30290us	0	0	0	0
30300us	1	0	0	0
30310us	0	0	0	0
30320us	1	0	0	0
30330us	0	0	0	0
30340us	1	0	0	0
30350us	0	0	0	0
30360us	1	0	0	0
30370us	0	0	0	0
30380us	1	0	0	0
30390us	0	0	0	0
30400us	1	0	0	0
30410us	0	0	0	0
30420us	1	0	0	0
30430us	0	0	0	0
30440us	1	0	0	0
30450us	0	0	0	0
30460us	1	0	0	0
30470us	0	0	0	0
30480us	1	0	0	0
30490us	0	0	0	0
30500us	1	0	0	0
30510us	0	0	0	0
30520us	1	0	0	0
30530us	0	0	0	0
30540us	1	0	0	0
30550us	0	0	0	0
30560us	1	0	0	0
30570us	0	0	0	0
30580us	1	0	0	0
30590us	0	0	0	0
30600us	1	0	0	0
30610us	0	0	0	0
30620us	1	0	0	0
30630us	0	0	0	0
30640us	1	0	0	0
30650us	0	0	0	0
30660us	1	0	0	0
30670us	0	0	0	0
30680us	1	0	0	0
30690us	0	0	0	0
30700us	1	0	0	0
30710us	0	0	0	0
30720us	1	0	0	0
30730us	0	0	0	0
30740us	1	0	0	0
30750us	0	0	0	0
30760us	1	0	0	0
30770us	0	0	0	0
30780us	1	0	0	0
30790us	0	0	0	0
30800us	1	0	0	0
30810us	0	0	0	0
30820us	1	0	0	0
30830us	0	0	0	0
30840us	1	0	0	0
30850us	0	0	0	0
30860us	1	0	0	0
30870us	0	0	0	0
30880us	1	0	0	0
30890us	0	0	0	0
30900us	1	0	0	0
30910us	0	0	0	0
30920us	1	0	0	0
30930us	0	0	0	0
30940us	1	0	0	0
30950us	0	0	0	0
30960us	1	0	0	0
30970us	0	0	0	0
30980us	1	0	0	0
30990us	0	0	0	0
31000us	1	0	0	0
31010us	0	0	0	0
31020us	1	0	0	0
31030us	0	0	0	0
31040us	1	0	0	0
31050us	0	0	0	0
31060us	1	0	0	0
31070us	0	0	0	0
31080us	1	0	0	0
31090us	0	0	0	0
31100us	1	0	0	0
31110us	0	0	0	0
31120us	1	0	0	0
31130us	0	0	0	0
31140us	1	0	0	0
31150us	0	0	0	0
31160us	1	0	0	0
31170us	0	0	0	0
31180us	1	0	0	0
31190us	0	0	0	0
31200us	1	0	0	0
31210us	0	0	0	0
31220us	1	0	0	0
31230us	0	0	0	0
31240us	1	0	0	0
31250us	0	0	0	0
31260us	1	0	0	0
31270us	0	0	0	0
31280us	1	0	0	0
31290us	0	0	0	0
31300us	1	0	0	0
31310us	0	0	0	0
31320us	1	0	0	0
31330us	0	0	0	0
31340us	1	0	0	0
31350us	0	0	0	0
31360us	1	0	0	0
31370us	0	0	0	0
31380us	1	0	0	0
31390us	0	0	0	0
31400us	1	0	0	0
31410us	0	0	0	0
31420us	1	0	0	0
31430us	0	0	0	0
31440us	1	0	0	0
31450us	0	0	0	0
31460us	1	0	0	0
31470us	0	0	0	0
31480us	1	0	0	0
31490us	0	0	0	0
31500us	1	0	0	0
31510us	0	0	0	0
31520us	1	0	0	0
31530us	0	0	0	0
31540us	1	0	0	0
31550us	0	0	0	0
31560us	1	0	0	0
31570us	0	0	0	0
31580us	1	0	0	0
31590us	0	0	0	0
31600us	1	0	0	0
31610us	0	0	0	0
31620us	1	0	0	0
31630us	0	0	0	0
31640us	1	0	0	0
31650us	0	0	0	0
31660us	1	0	0	0
31670us	0	0	0	0
31680us	1	0	0	0
31690us	0	0	0	0
31700us	1	0	0	0
31710us	0	0	0	0
31720us	1	0	0	0
31730us	0	0	0	0
31740us	1	0	0	0
31750us	0	0	0	0
31760us	1	0	0	0
31770us	0	0	0	0
31780us	1	0	0	0
31790us	0	0	0	0
31800us	1	0	0	0
31810us	0	0	0	0
31820us	1	0	0	0
31830us	0	0	0	0
31840us	1	0	0	0
31850us	0	0	0	0
31860us	1	0	0	0
31870us	0	0	0	0
31880us	1	0	0	0
31890us	0	0	0	0
31900us	1	0	0	0
31910us	0	0	0	0
31920us	1	0	0	0
31930us	0	0	0	0
31940us	1	0	0	0
31950us	0	0	0	0
31960us	1	0	0	0
31970us	0	0	0	0
31980us	1	0	0	0
31990us	0	0	0	0
32000us	1	0	0	0
32010us	0	0	0	0
32020us	1	0	0	0
32030us	0	0	0	0
32040us	1	0	0	0
32050us	0	0	0	0
32060us	1	0	0	0
32070us	0	0	0	0
32080us	1	0	0	0
32090us	0	0	0	0
32100us	1	0	0	0
32110us	0	0	0	0
32120us	1	0	0	0
32130us	0	0	0	0
32140us	1	0	0	0
32150us	0	0	0	0
32160us	1	0	0	0
32170us	0	0	0	0
32180us	1	0	0	0
32190us	0	0	0	0
32200us	1	0	0	0
32210us	0	0	0	0
32220us	1	0	0	0
32230us	0	0	0	0
32240us	1	0	0	0
32250us	0	0	0	0
32260us	1	0	0	0
32270us	0	0	0	0
32280us	1	0	0	0
32290us	0	0	0	0
32300us	1	0	0	0
32310us	0	0	0	0
32320us	1	0	0	0
32330us	0	0	0	0
32340us	1	0	0	0
32350us	0	0	0	0
32360us	1	0	0	0
32370us	0	0	0	0
32380us	1	0	0	0
32390us	0	0	0	0
32400us	1	0	0	0
32410us	0	0	0	0
32420us	1	0	0	0
32430us	0	0	0	0
32440us	1	0	0	0
32450us	0	0	0	0
32460us	1	0	0	0
32470us	0	0	0	0
32480us	1	0	0	0
32490us	0	0	0	0
32500us	1	0	0	0
32510us	0	0	0	0
32520us	1	0	0	0
32530us	0	0	0	0
32540us	1	0	0	0
32550us	0	0	0	0
32560us	1	0	0	0
32570us	0	0	0	0
32580us	1	0	0	0
32590us	0	0	0	0
32600us	1	0	0	0
32610us	0	0	0	0
32620us	1	0	0	0
32630us	0	0	0	0
32640us	1	0	0	0
32650us	0	0	0	0
32660us	1	0	0	0
32670us	0	0	0	0
32680us	1	0	0	0
32690us	0	0	0	0
32700us	1	0	0	0
32710us	0	0	0	0
32720us	1	0	0	0
32730us	0	0	0	0
32740us	1	0	0	0
32750us	0	0	0	0
32760us	1	0	0	0
32770us	0	0	0	0
32780us	1	0	0	0
32790us	0	0	0	0
32800us	1	0	0	0
32810us	0	0	0	0
32820us	1	0	0	0
32830us	0	0	0	0
32840us	1	0	0	0
32850us	0	0	0	0
32860us	1	0	0	0
32870us	0	0	0	0
32880us	1	0	0	0
32890us	0	0	0	0
32900us	1	0	0	0
32910us	0	0	0	0
32920us	1	0	0	0
32930us	0	0	0	0
32940us	1	0	0	0
32950us	0	0	0	0
32960us	1	0	0	0
32970us	0	0	0	0
32980us	1	0	0	0
32990us	0	0	0	0
33000us	1	0	0	0
33010us	0	0	0	0
33020us	1	0	0	0
33030us	0	0	0	0
33040us	1	0	0	0
33050us	0	0	0	0
33060us	1	0	0	0
33070us	0	0	0	0
33080us	1	0	0	0
33090us	0	0	0	0
33100us	1	0	0	0
33110us	0	0	0	0
33120us	1	0	0	0
33130us	0	0	0	0
33140us	1	0	0	0
33150us	0	0	0	0
33160us	1	0	0	0
33170us	0	0	0	0
33180us	1	0	0	0
33190us	0	0	0	0
33200us	1	0	0	0
33210us	0	0	0	0
33220us	1	0	0	0
33230us	0	0	0	0
33240us	1	0	0	0
33250us	0	0	0	0
33260us	1	0	0	0
33270us	0	0	0	0
33280us	1	0	0	0
33290us	0	0	0	0
33300us	1	0	0	0
33310us	0	0	0	0
33320us	1	0	0	0
33330us	0	0	0	0
33340us	1	0	0	0
33350us	0	0	0	0
33360us	1	0	0	0
33370us	0	0	0	0
33380us	1	0	0	0
33390us	0	0	0	0
33400us	1	0	0	0
33410us	0	0	0	0
33420us	1	0	0	0
33430us	0	0	0	0
33440us	1	0	0	0
33450us	0	0	0	0
33460us	1	0	0	0
33470us	0	0	0	0
33480us	1	0	0	0
33490us	0	0	0	0
33500us	1	0	0	0
33510us	0	0	0	0
33520us	1	0	0	0
33530us	0	0	0	0
33540us	1	0	0	0
33550us	0	0	0	0
33560us	1	0	0	0
33570us	0	0	0	0
33580us	1	0	0	0
33590us	0	0	0	0
33600us	1	0	0	0
33610us	0	0	0	0
33620us	1	0	0	0
33630us	0	0	0	0
33640us	1	0	0	0
33650us	0	0	0	0
33660us	1	0	0	0
33670us	0	0	0	0
33680us	1	0	0	0
33690us	0	0	0	0
33700us	1	0	0	0
33710us	0	0	0	0
33720us	1	0	0	0
33730us	0	0	0	0
33740us	1	0	0	0
33750us	0	0	0	0
33760us	1	0	0	0
33770us	0	0	0	0
33780us	1	0	0	0
33790us	0	0	0	0
33800us	1	0	0	0
33810us	0	0	0	0
33820us	1	0	0	0
33830us	0	0	0	0
33840us	1	0	0	0
33850us	0	0	0	0
33860us	1	0	0	0
33870us	0	0	0	0
33880us	1	0	0	0
33890us	0	0	0	0
33900us	1	0	0	0
33910us	0	0	0	0
33920us	1	0	0	0
33930us	0	0	0	0
33940us	1	0	0	0
33950us	0	0	0	0
33960us	1	0	0	0
33970us	0	0	0	0
33980us	1	0	0	0
33990us	0	0	0	0
34000us	1	0	0	0
34010us	0	0	0	0
34020us	1	0	0	0
34030us	0	0	0	0
34040us	1	0	0	0
34050us	0	0	0	0
34060us	1	0	0	0
34070us	0	0	0	0
34080us	1	0	0	0
34090us	0	0	0	0
34100us	1	0	0	0
34110us	0	0	0	0
34120us	1	0	0	0
34130us	0	0	0	0
34140us	1	0	0	0
34150us	0	0	0	0
34160us	1	0	0	0
34170us	0	0	0	0
34180us	1	0	0	0
34190us	0	0	0	0
34200us	1	0	0	0
34210us	0	0	0	0
34220us	1	0	0	0
34230us	0	0	0	0
34240us	1	0	0	0
34250us	0	0	0	0
34260us	1	0	0	0
34270us	0	0	0	0
34280us	1	0	0	0
34290us	0	0	0	0
34300us	1	0	0	0
34310us	0	0	0	0
34320us	1	0	0	0
34330us	0	0	0	0
34340us	1	0	0	0
34350us	0	0	0	0
34360us	1	0	0	0
34370us	0	0	0	0
34380us	1	0	0	0
34390us	0	0	0	0
34400us	1	0	0	0
34410us	0	0	0	0
34420us	1	0	0	0
34430us	0	0	0	0
34440us	1	0	0	0
34450us	0	0	0	0
34460us	1	0	0	0
34470us	0	0	0	0
34480us	1	0	0	0
34490us	0	0	0	0
34500us	1	0	0	0
34510us	0	0	0	0
34520us	1	0	0	0
34530us	0	0	0	0
34540us	1	0	0	0
34550us	0	0	0	0
34560us	1	0	0	0
34570us	0	0	0	0
34580us	1	0	0	0
34590us	0	0	0	0
34600us	1	0	0	0
34610us	0	0	0	0
34620us	1	0	0	0
34630us	0	0	0	0
34640us	1	0	0	0
34650us	0	0	0	0
34660us	1	0	0	0
34670us	0	0	0	0
34680us	1	0	0	0
34690us	0	0	0	0
34700us	1	0	0	0
34710us	0	0	0	0
34720us	1	0	0	0
34730us	0	0	0	0
34740us	1	0	0	0
34750us	0	0	0	0
34760us	1	0	0	0
34770us	0	0	0	0
34780us	1	0	0	0
34790us	0	0	0	0
34800us	1	0	0	0
34810us	0	0	0	0
34820us	1	0	0	0
34830us	0	0	0	0
34840us	1	0	0	0
34850us	0	0	0	0
34860us	1	0	0	0
34870us	0	0	0	0
34880us	1	0	0	0
34890us	0	0	0	0
34900us	1	0	0	0
34910us	0	0	0	0
34920us	1	0	0	0
34930us	0	0	0	0
34940us	1	0	0	0
34950us	0	0	0	0
34960us	1	0	0	0
34970us	0	0	0	0
